                  runtime  objective           gap  leaves  retic  inst_num
L100_R10_19      0.008193        0.0 -1.000000e+00     100     10        19
L100_R10_20      0.008492        0.0 -1.000000e+00     100     10        20
L100_R10_21      0.007286        0.0 -1.000000e+00     100     10        21
L100_R10_22      0.007884        0.0 -1.000000e+00     100     10        22
L100_R10_23      0.007937        0.0 -1.000000e+00     100     10        23
L100_R10_24      0.030772        0.0 -1.000000e+00     100     10        24
L100_R10_25      0.010507        0.0 -1.000000e+00     100     10        25
L100_R10_26      0.008110        0.0 -1.000000e+00     100     10        26
L100_R10_27      0.012773        0.0 -1.000000e+00     100     10        27
L100_R10_28      0.009838        0.0 -1.000000e+00     100     10        28
L100_R10_29      0.010393        0.0 -1.000000e+00     100     10        29
L100_R10_30      0.010523        0.0 -1.000000e+00     100     10        30
L100_R10_31      0.011562        0.0 -1.000000e+00     100     10        31
L100_R10_32      0.010251        0.0 -1.000000e+00     100     10        32
L100_R10_33      0.019244        0.0 -1.000000e+00     100     10        33
L100_R10_34      0.011917        0.0 -1.000000e+00     100     10        34
L100_R10_35      0.006773        0.0 -1.000000e+00     100     10        35
L100_R10_36      0.009053        0.0 -1.000000e+00     100     10        36
L100_R10_37      0.006917        0.0 -1.000000e+00     100     10        37
L100_R10_38      0.008225        0.0 -1.000000e+00     100     10        38
L100_R10_39      0.012518        0.0 -1.000000e+00     100     10        39
L100_R10_40      0.007770        0.0 -1.000000e+00     100     10        40
L100_R10_41      0.007301        0.0 -1.000000e+00     100     10        41
L100_R10_42      0.007570        0.0 -1.000000e+00     100     10        42
L100_R10_43      0.007773        0.0 -1.000000e+00     100     10        43
L100_R10_44      0.007612        0.0 -1.000000e+00     100     10        44
L100_R10_45      0.013941        0.0 -1.000000e+00     100     10        45
L100_R10_46      0.009207        0.0 -1.000000e+00     100     10        46
L100_R10_47      0.014170        1.0 -1.000000e+00     100     10        47
L100_R10_48      0.007756        0.0 -1.000000e+00     100     10        48
L100_R10_49      0.015939        0.0 -1.000000e+00     100     10        49
L100_R10_50      0.009876        0.0 -1.000000e+00     100     10        50
L100_R20_1       0.016172        0.0 -1.000000e+00     100     20         1
L100_R20_2       0.014383        0.0 -1.000000e+00     100     20         2
L100_R20_3       0.016372        0.0 -1.000000e+00     100     20         3
L100_R20_4       0.009769        1.0 -1.000000e+00     100     20         4
L100_R20_5       0.010445        0.0 -1.000000e+00     100     20         5
L100_R20_6       0.014235        0.0 -1.000000e+00     100     20         6
L100_R20_7       0.009977        0.0 -1.000000e+00     100     20         7
L100_R20_8       0.013059        0.0 -1.000000e+00     100     20         8
L100_R20_9       0.010816        0.0 -1.000000e+00     100     20         9
L100_R20_10      0.010047        1.0 -1.000000e+00     100     20        10
L100_R20_11      0.017709        0.0 -1.000000e+00     100     20        11
L100_R20_12      0.014068        0.0 -1.000000e+00     100     20        12
L100_R20_13      0.023854        0.0 -1.000000e+00     100     20        13
L100_R20_14      0.022390        0.0 -1.000000e+00     100     20        14
L100_R20_15      0.033029        0.0 -1.000000e+00     100     20        15
L100_R20_16      0.014311        0.0 -1.000000e+00     100     20        16
L100_R20_17      0.011198        1.0 -1.000000e+00     100     20        17
L100_R20_18      0.016243        0.0 -1.000000e+00     100     20        18
L100_R20_19      0.016276        0.0 -1.000000e+00     100     20        19
L100_R20_20      0.014155        0.0 -1.000000e+00     100     20        20
L100_R20_21      0.012670        0.0 -1.000000e+00     100     20        21
L100_R20_22      0.020565        2.0 -1.000000e+00     100     20        22
L100_R20_23      0.012205        1.0 -1.000000e+00     100     20        23
L100_R20_24      0.009976        0.0 -1.000000e+00     100     20        24
L100_R20_25      0.009321        1.0 -1.000000e+00     100     20        25
L100_R20_26      0.015441        0.0 -1.000000e+00     100     20        26
L100_R20_27      0.068082        0.0 -1.000000e+00     100     20        27
L100_R20_28      0.014104        0.0 -1.000000e+00     100     20        28
L100_R20_29      0.016442        0.0 -1.000000e+00     100     20        29
L100_R20_30      0.015586        0.0 -1.000000e+00     100     20        30
L100_R20_31      0.011734        1.0 -1.000000e+00     100     20        31
L100_R20_32      0.030939        0.0 -1.000000e+00     100     20        32
L100_R20_33      0.011285        1.0 -1.000000e+00     100     20        33
L100_R20_34      0.015165        0.0 -1.000000e+00     100     20        34
L100_R20_35      0.020341        0.0 -1.000000e+00     100     20        35
L100_R20_36      0.014028        0.0 -1.000000e+00     100     20        36
L100_R20_37      0.018538        0.0 -1.000000e+00     100     20        37
L100_R20_38      0.014719        0.0 -1.000000e+00     100     20        38
L100_R20_39      0.017863        0.0 -1.000000e+00     100     20        39
L100_R20_40      0.011147        0.0 -1.000000e+00     100     20        40
L100_R20_41      0.012855        0.0 -1.000000e+00     100     20        41
L100_R20_42      0.012442        0.0 -1.000000e+00     100     20        42
L100_R20_43      0.018531        0.0 -1.000000e+00     100     20        43
L100_R20_44      0.012825        0.0 -1.000000e+00     100     20        44
L100_R20_45      0.014051        0.0 -1.000000e+00     100     20        45
L100_R20_46      0.021410        0.0 -1.000000e+00     100     20        46
L100_R20_47      0.016051        1.0 -1.000000e+00     100     20        47
L100_R20_48      0.024920        0.0 -1.000000e+00     100     20        48
L100_R20_49      0.086360        1.0 -1.000000e+00     100     20        49
L100_R20_50      0.016372        0.0 -1.000000e+00     100     20        50
L100_R30_1       0.024440        0.0 -1.000000e+00     100     30         1
L100_R30_2       0.022648        0.0 -1.000000e+00     100     30         2
L100_R30_3       0.018316        0.0 -1.000000e+00     100     30         3
L100_R30_4       0.015553        2.0 -1.000000e+00     100     30         4
L100_R30_5       0.014970        0.0 -1.000000e+00     100     30         5
L100_R30_6       0.015925        2.0 -1.000000e+00     100     30         6
L100_R30_7       0.026440        2.0 -1.000000e+00     100     30         7
L100_R30_8       0.035679        1.0 -1.000000e+00     100     30         8
L100_R30_9       0.020157        0.0 -1.000000e+00     100     30         9
L100_R30_10      0.029459        0.0 -1.000000e+00     100     30        10
L100_R30_11      0.020394        0.0 -1.000000e+00     100     30        11
L100_R30_12      0.028314        4.0 -1.000000e+00     100     30        12
L100_R30_13      0.023658        1.0 -1.000000e+00     100     30        13
L100_R30_14      0.016540        0.0 -1.000000e+00     100     30        14
L100_R30_15      0.013363        0.0 -1.000000e+00     100     30        15
L100_R30_16      0.023984        1.0 -1.000000e+00     100     30        16
L100_R30_17      0.012258        1.0 -1.000000e+00     100     30        17
L100_R30_18      0.026980        1.0 -1.000000e+00     100     30        18
L100_R30_19      0.019406        0.0 -1.000000e+00     100     30        19
L100_R30_20      0.017297        0.0 -1.000000e+00     100     30        20
L100_R30_21      0.024960        0.0 -1.000000e+00     100     30        21
L100_R30_22      0.018315        1.0 -1.000000e+00     100     30        22
L100_R30_23      0.018335        3.0 -1.000000e+00     100     30        23
L100_R30_24      0.014822        0.0 -1.000000e+00     100     30        24
L100_R30_25      0.013138        0.0 -1.000000e+00     100     30        25
L100_R30_26      0.019205        0.0 -1.000000e+00     100     30        26
L100_R30_27      0.019613        1.0 -1.000000e+00     100     30        27
L100_R30_28      0.017484        3.0 -1.000000e+00     100     30        28
L100_R30_29      0.025184        2.0 -1.000000e+00     100     30        29
L100_R30_30      0.015654        0.0 -1.000000e+00     100     30        30
L100_R30_31      0.019507        0.0 -1.000000e+00     100     30        31
L100_R30_32      0.016975        1.0 -1.000000e+00     100     30        32
L100_R30_33      0.020112        1.0 -1.000000e+00     100     30        33
L100_R30_34      0.059782        2.0 -1.000000e+00     100     30        34
L100_R30_35      0.023162        0.0 -1.000000e+00     100     30        35
L100_R30_36      0.015746        0.0 -1.000000e+00     100     30        36
L100_R30_37      0.011428        1.0 -1.000000e+00     100     30        37
L100_R30_38      0.067980        1.0 -1.000000e+00     100     30        38
L100_R30_39      0.025572        0.0 -1.000000e+00     100     30        39
L100_R30_40      0.033782        2.0 -1.000000e+00     100     30        40
L100_R30_41      0.059018        0.0 -1.000000e+00     100     30        41
L100_R30_42      0.015926        1.0 -1.000000e+00     100     30        42
L100_R30_43      0.019286        0.0 -1.000000e+00     100     30        43
L100_R30_44      0.058705        1.0 -1.000000e+00     100     30        44
L100_R30_45      0.027885        3.0 -1.000000e+00     100     30        45
L100_R30_46      0.019918        1.0 -1.000000e+00     100     30        46
L100_R30_47      0.027660        2.0 -1.000000e+00     100     30        47
L100_R30_48      0.018343        1.0 -1.000000e+00     100     30        48
L100_R30_49      0.023173        0.0 -1.000000e+00     100     30        49
L100_R30_50      0.026893        2.0 -1.000000e+00     100     30        50
L100_R40_1       0.020725        1.0 -1.000000e+00     100     40         1
L100_R40_2       0.053602        3.0 -1.000000e+00     100     40         2
L100_R40_3       0.082684        2.0 -1.000000e+00     100     40         3
L100_R40_4       0.019242        0.0 -1.000000e+00     100     40         4
L100_R40_5       0.027478        1.0 -1.000000e+00     100     40         5
L100_R40_6       0.048322        0.0 -1.000000e+00     100     40         6
L100_R40_7       0.096390        2.0 -1.000000e+00     100     40         7
L100_R40_8       0.022014        1.0 -1.000000e+00     100     40         8
L100_R40_9       0.084286        3.0 -1.000000e+00     100     40         9
L100_R40_10      0.025301        1.0 -1.000000e+00     100     40        10
L100_R40_11      0.048283        0.0 -1.000000e+00     100     40        11
L100_R40_12      0.023372        0.0 -1.000000e+00     100     40        12
L100_R40_13      0.035916        4.0 -1.000000e+00     100     40        13
L100_R40_14      0.032793        1.0 -1.000000e+00     100     40        14
L100_R40_15      0.035427        0.0 -1.000000e+00     100     40        15
L100_R40_16      0.085867        3.0 -1.000000e+00     100     40        16
L100_R40_17      0.040903        1.0 -1.000000e+00     100     40        17
L100_R40_18      0.016662        0.0 -1.000000e+00     100     40        18
L100_R40_19      0.079543        0.0 -1.000000e+00     100     40        19
L100_R40_20      0.069896        1.0 -1.000000e+00     100     40        20
L100_R40_21      0.032697        0.0 -1.000000e+00     100     40        21
L100_R40_22      0.016347        2.0 -1.000000e+00     100     40        22
L100_R40_23      0.059215        4.0 -1.000000e+00     100     40        23
L100_R40_24      0.024808        2.0 -1.000000e+00     100     40        24
L100_R40_25      0.146814        3.0 -1.000000e+00     100     40        25
L100_R40_26      0.019758        0.0 -1.000000e+00     100     40        26
L100_R40_27      0.030390        3.0 -1.000000e+00     100     40        27
L100_R40_28      0.035999        0.0 -1.000000e+00     100     40        28
L100_R40_29      0.015012        0.0 -1.000000e+00     100     40        29
L100_R40_30      0.020549        0.0 -1.000000e+00     100     40        30
L100_R40_31      0.025475        1.0 -1.000000e+00     100     40        31
L100_R40_32      0.041620        3.0 -1.000000e+00     100     40        32
L100_R40_33      0.029165        0.0 -1.000000e+00     100     40        33
L100_R40_34     -1.000000       -1.0  1.000000e+00     100     40        34
L100_R40_35      0.032740        3.0 -1.000000e+00     100     40        35
L100_R40_36      0.098447        4.0 -1.000000e+00     100     40        36
L100_R40_37      0.055452        1.0 -1.000000e+00     100     40        37
L100_R40_38      0.045074        1.0 -1.000000e+00     100     40        38
L100_R40_39      0.015969        0.0 -1.000000e+00     100     40        39
L100_R40_40      0.036003        1.0 -1.000000e+00     100     40        40
L100_R40_41      0.075352        4.0 -1.000000e+00     100     40        41
L100_R40_42      0.038332        1.0 -1.000000e+00     100     40        42
L100_R40_43      0.063887        2.0 -1.000000e+00     100     40        43
L100_R40_44      0.062576        0.0 -1.000000e+00     100     40        44
L100_R40_45      0.020383        0.0 -1.000000e+00     100     40        45
L100_R40_46      0.038118        1.0 -1.000000e+00     100     40        46
L100_R40_47      0.059618        3.0 -1.000000e+00     100     40        47
L100_R40_48      0.023121        1.0 -1.000000e+00     100     40        48
L100_R40_49      0.018537        0.0 -1.000000e+00     100     40        49
L100_R40_50     -1.000000       -1.0  5.000000e-01     100     40        50
L100_R50_1       0.073554        6.0 -1.000000e+00     100     50         1
L100_R50_2       0.034512        2.0 -1.000000e+00     100     50         2
L100_R50_3       0.050321        3.0 -1.000000e+00     100     50         3
L100_R50_4       0.035373        2.0 -1.000000e+00     100     50         4
L100_R50_5       0.053895        3.0 -1.000000e+00     100     50         5
L100_R50_6       0.021359        1.0 -1.000000e+00     100     50         6
L100_R50_7       0.027616        0.0 -1.000000e+00     100     50         7
L100_R50_8       0.031168        2.0 -1.000000e+00     100     50         8
L100_R50_9       0.060949        3.0 -1.000000e+00     100     50         9
L100_R50_10      0.031916        1.0 -1.000000e+00     100     50        10
L100_R50_11      0.023284        1.0 -1.000000e+00     100     50        11
L100_R50_12      0.020872        3.0 -1.000000e+00     100     50        12
L100_R50_13      0.222316        4.0 -1.000000e+00     100     50        13
L100_R50_14      0.082412        3.0 -1.000000e+00     100     50        14
L100_R50_15      0.052805        1.0 -1.000000e+00     100     50        15
L100_R50_16      0.050797        2.0 -1.000000e+00     100     50        16
L100_R50_17      0.017634        3.0 -1.000000e+00     100     50        17
L100_R50_18      0.033239        2.0 -1.000000e+00     100     50        18
L100_R50_19      0.038351        1.0 -1.000000e+00     100     50        19
L100_R50_20      0.073271        1.0 -1.000000e+00     100     50        20
L100_R50_21      0.054574        6.0 -1.000000e+00     100     50        21
L100_R50_22      0.059667        4.0 -1.000000e+00     100     50        22
L100_R50_23      0.038259        0.0 -1.000000e+00     100     50        23
L100_R50_24      0.051013        4.0 -1.000000e+00     100     50        24
L100_R50_25      0.073863        0.0 -1.000000e+00     100     50        25
L100_R50_26      0.152150        5.0 -1.000000e+00     100     50        26
L100_R50_27      0.047297        1.0 -1.000000e+00     100     50        27
L100_R50_28      0.040013        1.0 -1.000000e+00     100     50        28
L100_R50_29      0.125678        2.0 -1.000000e+00     100     50        29
L100_R50_30      0.037842        3.0 -1.000000e+00     100     50        30
L100_R50_31      0.022678        2.0 -1.000000e+00     100     50        31
L100_R50_32      0.018951        4.0 -1.000000e+00     100     50        32
L100_R50_33      0.017038        2.0 -1.000000e+00     100     50        33
L100_R50_34      0.028246        1.0 -1.000000e+00     100     50        34
L100_R50_35      0.043588        4.0 -1.000000e+00     100     50        35
L100_R50_36      0.122872        4.0 -1.000000e+00     100     50        36
L100_R50_37      0.026372        2.0 -1.000000e+00     100     50        37
L100_R50_38      0.066858        6.0 -1.000000e+00     100     50        38
L100_R50_39      0.051890        3.0 -1.000000e+00     100     50        39
L100_R50_40      0.038861        1.0 -1.000000e+00     100     50        40
L100_R50_41      0.039805        1.0 -1.000000e+00     100     50        41
L100_R50_42      0.033753        1.0 -1.000000e+00     100     50        42
L100_R50_43      0.097232        0.0 -1.000000e+00     100     50        43
L100_R50_44      0.046063        3.0 -1.000000e+00     100     50        44
L100_R50_45      0.042043        4.0 -1.000000e+00     100     50        45
L100_R50_46      0.016350        1.0 -1.000000e+00     100     50        46
L100_R50_47      0.032764        3.0 -1.000000e+00     100     50        47
L100_R50_48      0.070551        0.0 -1.000000e+00     100     50        48
L100_R50_49      0.058008        2.0 -1.000000e+00     100     50        49
L100_R50_50     85.422624        1.0 -1.000000e+00     100     50        50
L100_R100_1     82.236796        9.0 -1.000000e+00     100    100         1
L100_R100_2     -1.000000       -1.0  3.727472e-01     100    100         2
L100_R100_3      0.182864       12.0 -1.000000e+00     100    100         3
L100_R100_4      0.499822       10.0 -1.000000e+00     100    100         4
L100_R100_5      0.177750        4.0 -1.000000e+00     100    100         5
L100_R100_6     -1.000000       -1.0  2.712090e-01     100    100         6
L100_R100_7      0.255254       10.0 -1.000000e+00     100    100         7
L100_R100_8      0.087190        9.0 -1.000000e+00     100    100         8
L100_R100_9      0.822971        9.0 -1.000000e+00     100    100         9
L100_R100_10     0.097672        5.0 -1.000000e+00     100    100        10
L100_R100_11    -1.000000       -1.0  6.505284e-01     100    100        11
L100_R100_12    -1.000000       -1.0  2.157420e-01     100    100        12
L100_R100_13     0.166322        8.0 -1.000000e+00     100    100        13
L100_R100_14    -1.000000       -1.0  3.310728e-01     100    100        14
L100_R100_15    -1.000000       -1.0  2.190867e-01     100    100        15
L100_R100_16     0.187812        9.0 -1.000000e+00     100    100        16
L100_R100_17     0.188066       10.0 -1.000000e+00     100    100        17
L100_R100_18    -1.000000       -1.0  2.843348e-01     100    100        18
L100_R100_19     0.260358        9.0 -1.000000e+00     100    100        19
L100_R100_20    -1.000000       -1.0  4.241639e-01     100    100        20
L100_R100_21     0.266753       13.0 -1.000000e+00     100    100        21
L100_R100_22     0.430270        9.0 -1.000000e+00     100    100        22
L100_R100_23     0.371240       10.0 -1.000000e+00     100    100        23
L100_R100_24     0.233042       12.0 -1.000000e+00     100    100        24
L100_R100_25    70.476160       10.0 -1.000000e+00     100    100        25
L100_R100_26    65.848497       10.0 -1.000000e+00     100    100        26
L100_R100_27    73.937658       10.0 -1.000000e+00     100    100        27
L100_R100_28     0.282960        9.0 -1.000000e+00     100    100        28
L100_R100_29    -1.000000       -1.0  1.428571e-01     100    100        29
L100_R100_30     0.088753        8.0 -1.000000e+00     100    100        30
L100_R100_31     0.220547       10.0 -1.000000e+00     100    100        31
L100_R100_32     0.203141       12.0 -1.000000e+00     100    100        32
L100_R100_33    -1.000000       -1.0  1.000000e+20     100    100        33
L100_R100_34    -1.000000       -1.0  3.750000e-01     100    100        34
L100_R100_35     0.084935        6.0 -1.000000e+00     100    100        35
L100_R100_36     0.146087        9.0 -1.000000e+00     100    100        36
L100_R100_37     0.097324        8.0 -1.000000e+00     100    100        37
L100_R100_38     0.359131        9.0 -1.000000e+00     100    100        38
L100_R100_39     0.323091       12.0 -1.000000e+00     100    100        39
L100_R100_40     0.168854        7.0 -1.000000e+00     100    100        40
L100_R100_41     0.328573        5.0 -1.000000e+00     100    100        41
L100_R100_42     0.125310        9.0 -1.000000e+00     100    100        42
L100_R100_43     0.248732        7.0 -1.000000e+00     100    100        43
L100_R100_44     0.196544        8.0 -1.000000e+00     100    100        44
L100_R100_45     0.101395        8.0 -1.000000e+00     100    100        45
L100_R100_46     0.476808        7.0 -1.000000e+00     100    100        46
L100_R100_47    70.716140       11.0 -1.000000e+00     100    100        47
L100_R100_48     1.423959       16.0 -1.000000e+00     100    100        48
L100_R100_49     0.204787        8.0 -1.000000e+00     100    100        49
L100_R100_50    59.666092       10.0 -1.000000e+00     100    100        50
L100_R200_1     -1.000000       -1.0  1.930951e-01     100    200         1
L100_R200_2     -1.000000       -1.0  1.986046e-01     100    200         2
L100_R200_3     14.803694       33.0 -1.000000e+00     100    200         3
L100_R200_4    163.588525       28.0 -1.000000e+00     100    200         4
L100_R200_5     -1.000000       -1.0  1.236732e-01     100    200         5
L100_R200_6      0.736277       26.0 -1.000000e+00     100    200         6
L100_R200_7     -1.000000       -1.0  7.354085e+00     100    200         7
L100_R200_8     -1.000000       -1.0  7.367642e-02     100    200         8
L100_R200_9     -1.000000       -1.0  1.285365e-01     100    200         9
L100_R200_10    -1.000000       -1.0  1.060562e-01     100    200        10
L100_R200_11    18.628159       29.0 -1.000000e+00     100    200        11
L100_R200_12    16.291957       32.0 -1.000000e+00     100    200        12
L100_R200_13    -1.000000       -1.0  1.000000e+20     100    200        13
L100_R200_14    -1.000000       -1.0  1.860170e-01     100    200        14
L100_R200_15    -1.000000       -1.0  3.171953e-01     100    200        15
L100_R200_16    -1.000000       -1.0  3.608178e-01     100    200        16
L100_R200_17    -1.000000       -1.0  3.452273e-01     100    200        17
L100_R200_18    -1.000000       -1.0  2.380878e-01     100    200        18
L100_R200_19    -1.000000       -1.0  1.531141e-01     100    200        19
L100_R200_20    24.962379       32.0 -1.000000e+00     100    200        20
L100_R200_21   124.113331       27.0 -1.000000e+00     100    200        21
L100_R200_22    -1.000000       -1.0  1.464481e-01     100    200        22
L100_R200_23    -1.000000       -1.0  2.955096e-01     100    200        23
L100_R200_24   105.638829       29.0 -1.000000e+00     100    200        24
L100_R200_25    -1.000000       -1.0  3.765561e-01     100    200        25
L100_R200_26    -1.000000       -1.0  3.831675e-01     100    200        26
L100_R200_27    -1.000000       -1.0  2.828794e-01     100    200        27
L100_R200_28    -1.000000       -1.0  4.251617e-01     100    200        28
L100_R200_29    -1.000000       -1.0  2.496671e-01     100    200        29
L100_R200_30    -1.000000       -1.0  2.342567e-01     100    200        30
L100_R200_31    -1.000000       -1.0  2.184537e-01     100    200        31
L100_R200_32   169.321063       23.0 -1.000000e+00     100    200        32
L100_R200_33    -1.000000       -1.0  1.859859e-01     100    200        33
L100_R200_34    -1.000000       -1.0  1.234259e-01     100    200        34
L100_R200_35    -1.000000       -1.0  2.896656e-01     100    200        35
L100_R200_36    -1.000000       -1.0  1.778983e-01     100    200        36
L100_R200_37    -1.000000       -1.0  2.399605e-01     100    200        37
L100_R200_38     4.156177       27.0 -1.000000e+00     100    200        38
L100_R200_39    -1.000000       -1.0  2.069644e-01     100    200        39
L100_R200_40    -1.000000       -1.0  6.896552e-02     100    200        40
L100_R200_41     1.047995       28.0 -1.000000e+00     100    200        41
L100_R200_42    -1.000000       -1.0  1.174723e-01     100    200        42
L100_R200_43    -1.000000       -1.0  2.574351e-01     100    200        43
L100_R200_44   201.125972       34.0 -1.000000e+00     100    200        44
L100_R200_45    -1.000000       -1.0  3.551993e-01     100    200        45
L100_R200_46    89.210078       22.0 -1.000000e+00     100    200        46
L100_R200_47    -1.000000       -1.0  7.338131e-01     100    200        47
L100_R200_48     0.945709       29.0 -1.000000e+00     100    200        48
L100_R200_49    -1.000000       -1.0  3.959594e-01     100    200        49
L100_R200_50    -1.000000       -1.0  1.661225e-01     100    200        50
L150_R5_1        0.010306        0.0 -1.000000e+00     150      5         1
L150_R5_2        0.010815        0.0 -1.000000e+00     150      5         2
L150_R5_3        0.011360        0.0 -1.000000e+00     150      5         3
L150_R5_4        0.012067        0.0 -1.000000e+00     150      5         4
L150_R5_5        0.014627        0.0 -1.000000e+00     150      5         5
L150_R5_6        0.010139        0.0 -1.000000e+00     150      5         6
L150_R5_7        0.009929        0.0 -1.000000e+00     150      5         7
L150_R5_8        0.013482        0.0 -1.000000e+00     150      5         8
L150_R5_9        0.010518        0.0 -1.000000e+00     150      5         9
L150_R5_10       0.009867        0.0 -1.000000e+00     150      5        10
L150_R5_11       0.009386        0.0 -1.000000e+00     150      5        11
L150_R5_12       0.010824        0.0 -1.000000e+00     150      5        12
L150_R5_13       0.009718        0.0 -1.000000e+00     150      5        13
L150_R5_14       0.010535        0.0 -1.000000e+00     150      5        14
L150_R5_15       0.012133        0.0 -1.000000e+00     150      5        15
L150_R5_16       0.010056        0.0 -1.000000e+00     150      5        16
L150_R5_17       0.013279        0.0 -1.000000e+00     150      5        17
L150_R5_18       0.014148        0.0 -1.000000e+00     150      5        18
L150_R5_19       0.010616        0.0 -1.000000e+00     150      5        19
L150_R5_20       0.012168        0.0 -1.000000e+00     150      5        20
L150_R5_21       0.017994        0.0 -1.000000e+00     150      5        21
L150_R5_22       0.009655        0.0 -1.000000e+00     150      5        22
L150_R5_23       0.010219        0.0 -1.000000e+00     150      5        23
L150_R5_24       0.010240        0.0 -1.000000e+00     150      5        24
L150_R5_25       0.010514        0.0 -1.000000e+00     150      5        25
L150_R5_26       0.010350        0.0 -1.000000e+00     150      5        26
L150_R5_27       0.010873        0.0 -1.000000e+00     150      5        27
L150_R5_28       0.014260        0.0 -1.000000e+00     150      5        28
L150_R5_29       0.012342        0.0 -1.000000e+00     150      5        29
L150_R5_30       0.014788        0.0 -1.000000e+00     150      5        30
L150_R5_31       0.010123        0.0 -1.000000e+00     150      5        31
L150_R5_32       0.015684        0.0 -1.000000e+00     150      5        32
L150_R5_33       0.013583        0.0 -1.000000e+00     150      5        33
L150_R5_34       0.013250        0.0 -1.000000e+00     150      5        34
L150_R5_35       0.014409        0.0 -1.000000e+00     150      5        35
L150_R5_36       0.010000        0.0 -1.000000e+00     150      5        36
L150_R5_37       0.010116        0.0 -1.000000e+00     150      5        37
L150_R5_38       0.012955        0.0 -1.000000e+00     150      5        38
L150_R5_39       0.010191        0.0 -1.000000e+00     150      5        39
L150_R5_40       0.010441        0.0 -1.000000e+00     150      5        40
L150_R5_41       0.009650        0.0 -1.000000e+00     150      5        41
L150_R5_42       0.010228        0.0 -1.000000e+00     150      5        42
L150_R5_43       0.010034        0.0 -1.000000e+00     150      5        43
L150_R5_44       0.012338        0.0 -1.000000e+00     150      5        44
L150_R5_45       0.010756        0.0 -1.000000e+00     150      5        45
L150_R5_46       0.011422        0.0 -1.000000e+00     150      5        46
L150_R5_47       0.009934        0.0 -1.000000e+00     150      5        47
L150_R5_48       0.010903        0.0 -1.000000e+00     150      5        48
L150_R5_49       0.009912        0.0 -1.000000e+00     150      5        49
L150_R5_50       0.009525        0.0 -1.000000e+00     150      5        50
L150_R10_1       0.011291        0.0 -1.000000e+00     150     10         1
L150_R10_2       0.014316        0.0 -1.000000e+00     150     10         2
L150_R10_3       0.014387        0.0 -1.000000e+00     150     10         3
L150_R10_4       0.015371        0.0 -1.000000e+00     150     10         4
L150_R10_5       0.010805        0.0 -1.000000e+00     150     10         5
L150_R10_6       0.011065        0.0 -1.000000e+00     150     10         6
L150_R10_7       0.013591        0.0 -1.000000e+00     150     10         7
L150_R10_8       0.010181        0.0 -1.000000e+00     150     10         8
L150_R10_9       0.010824        0.0 -1.000000e+00     150     10         9
L150_R10_10      0.017836        0.0 -1.000000e+00     150     10        10
L150_R10_11      0.018286        0.0 -1.000000e+00     150     10        11
L150_R10_12      0.018961        0.0 -1.000000e+00     150     10        12
L150_R10_13      0.014390        0.0 -1.000000e+00     150     10        13
L150_R10_14      0.014578        0.0 -1.000000e+00     150     10        14
L150_R10_15      0.011301        0.0 -1.000000e+00     150     10        15
L150_R10_16      0.010978        0.0 -1.000000e+00     150     10        16
L150_R10_17      0.014144        0.0 -1.000000e+00     150     10        17
L150_R10_18      0.012139        0.0 -1.000000e+00     150     10        18
L150_R10_19      0.014900        0.0 -1.000000e+00     150     10        19
L150_R10_20      0.015105        0.0 -1.000000e+00     150     10        20
L150_R10_21      0.010330        0.0 -1.000000e+00     150     10        21
L150_R10_22      0.015975        0.0 -1.000000e+00     150     10        22
L150_R10_23      0.010249        0.0 -1.000000e+00     150     10        23
L150_R10_24      0.010577        0.0 -1.000000e+00     150     10        24
L150_R10_25      0.010721        0.0 -1.000000e+00     150     10        25
L150_R10_26      0.010571        0.0 -1.000000e+00     150     10        26
L150_R10_27      0.011570        0.0 -1.000000e+00     150     10        27
L150_R10_28      0.013571        0.0 -1.000000e+00     150     10        28
L150_R10_29      0.011082        0.0 -1.000000e+00     150     10        29
L150_R10_30      0.012987        0.0 -1.000000e+00     150     10        30
L150_R10_31      0.015210        0.0 -1.000000e+00     150     10        31
L150_R10_32      0.010136        0.0 -1.000000e+00     150     10        32
L150_R10_33      0.020445        0.0 -1.000000e+00     150     10        33
L150_R10_34      0.010354        0.0 -1.000000e+00     150     10        34
L150_R10_35      0.011595        0.0 -1.000000e+00     150     10        35
L150_R10_36      0.019728        0.0 -1.000000e+00     150     10        36
L150_R10_37      0.016294        0.0 -1.000000e+00     150     10        37
L150_R10_38      0.010901        0.0 -1.000000e+00     150     10        38
L150_R10_39      0.010429        0.0 -1.000000e+00     150     10        39
L150_R10_40      0.019031        0.0 -1.000000e+00     150     10        40
L150_R10_41      0.014049        0.0 -1.000000e+00     150     10        41
L150_R10_42      0.013178        0.0 -1.000000e+00     150     10        42
L150_R10_43      0.012545        0.0 -1.000000e+00     150     10        43
L150_R10_44      0.010413        0.0 -1.000000e+00     150     10        44
L150_R10_45      0.010328        0.0 -1.000000e+00     150     10        45
L150_R10_46      0.010666        0.0 -1.000000e+00     150     10        46
L150_R10_47      0.014150        0.0 -1.000000e+00     150     10        47
L150_R10_48      0.016527        0.0 -1.000000e+00     150     10        48
L150_R10_49      0.011401        0.0 -1.000000e+00     150     10        49
L150_R10_50      0.011193        0.0 -1.000000e+00     150     10        50
L150_R20_1       0.013241        0.0 -1.000000e+00     150     20         1
L150_R20_2       0.013638        0.0 -1.000000e+00     150     20         2
L150_R20_3       0.014217        0.0 -1.000000e+00     150     20         3
